Energy (keV), Spectra Total, Spectra Lines, Spectra Bremsstrahlung
9.8425, 1.03606, 0, 1.03606
9.8475, 0, 0, 0
9.8525, 0, 0, 0
9.8575, 0, 0, 0
9.8625, 0, 0, 0
9.8675, 0, 0, 0
9.8725, 0, 0, 0
9.8775, 0, 0, 0
9.8825, 0, 0, 0
9.8875, 0, 0, 0
9.8925, 0, 0, 0
9.8975, 0, 0, 0
9.9025, 0, 0, 0
9.9075, 0, 0, 0
9.9125, 0, 0, 0
9.9175, 0, 0, 0
9.9225, 0, 0, 0
9.9275, 0, 0, 0
9.9325, 0, 0, 0
9.9375, 0, 0, 0
9.9425, 0, 0, 0
9.9475, 0, 0, 0
9.9525, 0, 0, 0
9.9575, 0, 0, 0
9.9625, 0, 0, 0
9.9675, 0, 0, 0
9.9725, 0, 0, 0
9.9775, 0, 0, 0
9.9825, 0, 0, 0
9.9875, 0, 0, 0
9.9925, 0, 0, 0
9.9975, 0, 0, 0
